COURSE_SUBJECT,COURSE_NUMBER,COURSE_TITLE,RESOURCE_NAME,ISBN
THEATRE,130,Fund of Theatrical Design,"Fundamentals of Theatrical Design: A Guide to the Basics of Scenic, Costume, and Lighting Design",'9781581158496'
PHM PRAC,611,Medical Imaging for Pharmacist,Diagnostic Imaging for Pharmacists,'9781582121536'
PHM PRAC,638,Nonprescrip Prod & Self-Care,"Handbook of Nonprescription Drugs, 19th edition",'9781582122'
ENGL,178,"Digital Media, Lit, Culture",Surveys,'9781584351788'
KINES,116,First Aid & Basic Life Support,Responding to Emergencies: Comprehensive First Aid/CPR/AED,'9781584806844'
AFRICAN,323,Third Semester Arabic,Alkitaab fi Tacallum al-cArabiyya Part One,'9781589017368'
AFRICAN,323,Third Semester Arabic,Alkitaab fi Tacallum al-cArabiyya Part Two,'9781589019669'
SPANISH,319,Topics in Span Lang Pract,En otras palabras. Perfeccionamiento del espa?ol por medio de la traduccion.,'9781589019744'
ENGL,822,Topics in Theory,The Invention of Morel,'9781590170571'
ENGL,176,Topics in Literature and Film,My Face for the World to See,'9781590176672'
ED PSYCH,840,Clinical Pract-School Psych,Modular Cognitive-Behavioral Therapy for Childhood Anxiety Disorders,'9781593853631'
ED PSYCH,840,Clinical Pract-School Psych,Helping Students Overcome Anxiety and Depression,'9781593856489'
PL PATH,154,Antibiotic Discovery Research,Tiny Earth - A Research Guide to Studentsourcing Antibiotic Discovery,'9781593994938'
ED PSYCH,542,Biological Basis of Behavior,Behave: The Biology of Humans at Our Best and Worst,'9781594205071'
INTER-LS,210,L&S Career Development,CliftonStrengths for Students,'9781595621252'
AFRICAN,391,1st Sem-Lang of West Africa,Wolof Lexicon and Grammar,'9781597030120'
AFRICAN,391,1st Sem-Lang of West Africa,Nanu Degg Wolof: A Multilingual Approach to the Teaching and Learning of Wolof,'9781597030175'
CS&D,863,Implantbl Auditory Prostheses,Cochlear Implants: Audiologic Management and Considerations for Implantable Hearing Devices,'9781597568920'
CS&D,708,Fluency&Phonological Disorders,Clinical Decision Making in Fluency Disorders,'9781597569972'
L I S,602,Info: Org and Search,The organization of information,'9781598848588'
L I S,602,Info: Org and Search,The organization of information,'9781598848595'
LAW,746,Legislation,Legislation and Statutory Interpretation (Concept & Insight Series),'9781599410784'
LAW,746,Legislation,Statutory Interpretation (hardcover original),'9781599417707'
F&W ECOL,401,Physiologicl Animal Ecology,Animal Physiology,'9781605354712'
ENVIR ST,360,Extinction of Species,Conservation Biology,'9781605358826'
RP & SE,980,Clin Reh Cnslg-Adv Assess Prac,Neuropsychology of everyday functioning,'9781606234594'
RP & SE,980,Clin Reh Cnslg-Adv Assess Prac,"Clinician's Thesaurus, 7th Edition: The Guide to Conducting Interviews and Writing Psychological Rep",'9781606238745'
ENGL,156,Literature and Medicine,The Spectral Wilderness,'9781606352113'
COM ARTS,351,Television Industries,Portals: A Treatise on Internet-Distributed Television,'9781607854005'
AFROAMER,712,Educ and Civil Rights Movement,From #Black Lives Matter to Black Liberation,'9781608465620'
POLI SCI,272,Intro to Public Policy,A Practical Guide for Policy Analysis,'9781608718429'
SOC WORK,821,SW Pract. in Aging & MH,Mental Disorders in Older Adults: Fundamentals of assessment and treatment,'9781609182328'
LAW,918,Problems: Intl Law Seminar,International Environmental Law and Policy,'9781609303211'
LAW,822,Family Law: Marriage & Divorce,Family Law: Cases and Materials,'9781609304102'
E P D,613,Intl Engr Strategies&Operatns,The Culture Map: breaking through the invisible boundaries of global business,'9781610392501'
GEN BUS,320,Intercultural Communctn in Bus,"The Culture Map: Decoding How People Think, Lead and Get Things Done Across Cultures",'9781610392761'
SLAVIC,245,Topics-Slavic Literatures,Nothing is True and Everything is Possible : the Surreal Heart of the New Russia,'9781610396004'
HORT,234,Ornamental Plants,Herbaceous Perennial Plants,'9781610583800'
M S & E,260,Materials Experience,Substance of Civilization Materials and Human History from the Stone Age to the Age of Silicon,'9781611454017'
HEBR-MOD,301,Intro to Hebrew Literature,Brandeis Modern Hebrew Intermediate to Advanced,'9781611684476'
HEBR-MOD,101,First Semester Hebrew,Brandeis Modern Hebrew,'9781611689181'
COM ARTS,610,Topics-Rhetoric&Pub Address,Demagoguery and Democracy,'9781615194087'
POLI SCI,274,Political Choice and Strategy,Power Politics and Universal Health Care,'9781616144562'
OCC THER,623,Yng Adult Occs&Ther Interventn,Group Dynamics in Occupational Therapy,'9781617110115'
L I S,706,Data Mining Planning and Mgmt,Grokking Machine Learning,'9781617295911'
LAW,811,Accounting and Law,Cases in Financial Reporting,'9781618531223'
LAW,811,Accounting and Law,Financial Accounting,'9781618533111'
ACCT I S,406,Advanced Financial Reporting,Advanced Accounting,'9781618533128'
ACCT I S,710,Managerial Accounting,Management Accounting: Information for Decision Making,'9781618533517'
HISTORY,201,The Historian's Craft,The Dawn of Detroit: A Chronicle of Slavery and Freedom in the City of the Straits,'9781620974810'
ILS,200,Critical Thinkng & Expressn,the elements of rhetoric,'9781621381969'
KINES,360,Lifespan Motor Development,Human Motor Development: A Lifespan Approach,'9781621590439'
ASIALANG,101,First Semester Chinese,"Integrated Chinese, 4th Ed., Volume 1, Textbook (Paperback, Simplified)",'9781622911356'
ASIALANG,101,First Semester Chinese,"Integrated Chinese, Volume 1, 4th Ed., Workbook (Paperback, Simplified)",'9781622911363'
ASIALANG,101,First Semester Chinese,"Integrated Chinese, Volume 1, 4th Ed., Character Workbook (Paperback, Simplified & Traditional)",'9781622911370'
ASIALANG,201,Third Semester Chinese,Integrated Chinese Volume 2 Textbook,'9781622911417'
ASIALANG,201,Third Semester Chinese,Integrated Chinese Volume 2 Workbook,'9781622911431'
ASIALANG,201,Third Semester Chinese,Integrated Chinese Volume 2 Character book,'9781622911448'
COM ARTS,610,Topics-Rhetoric&Pub Address,Demagogue for President: The Rhetorical Genius of Donald Trump,'9781623499068'
AFROAMER,338,The Black Arts Movement,SOS-Calling All Black People: A Black Arts Movement Reader,'9781625340313'
ASIALANG,133,First Semester Hindi,Beginning Hindi: A Complete Course,'9781626160224'
SPANISH,226,Interm Lang Prac-Writng&Grammr,Gramatica para la composicion,'9781626162556'
SLAVIC,275,Third Year Russian I,Panorama,'9781626164178'
AFRICAN,321,First Semester Arabic,Alif Baa: Introduction to Arabic Letters and Sounds. Third Edition,'9781626168114'
AFRICAN,321,First Semester Arabic,"Al-Kitaab Part One, Third Edition",'9781626168145'
LITTRANS,275,In Transl:Hans C. Andersen,More than just fairy tales,'9781626610187'
LAW,940,Law & Contemporary Problems,The Law of Democracy,'9781628102253'
KINES,127,Intro to Athletic Healthcare,Athletic Training Student Primer: A Foundation for Success,'9781630915797'
SOC,924,Seminar-Political Sociology,Let Them Eat Tweets,'9781631496844'
ENGL,814,Topics in Contemporary Lit,Civil Bound,'9781632430717'
CNSR SCI,603,Retailing Internship,They Don't Teach Corporate in College,'9781632651600'
CNSR SCI,564,Retail Financial Analysis,Retail Financial Analysis,'9781633181373'
LAW,730,Federal Law & Indian Tribes,Cases and Materials on Federal Indian Law,'9781634599061'
LAW,746,Legislation,Interpreting Law: A Primer on How to Read Statutes and the Constitution (University Treatise Series),'9781634599122'
CS&D,863,Implantbl Auditory Prostheses,"Cochlear Implant Patient Assessment: Evaluation of Candidacy, Performance, and Outcomes",'9781635501285'
LAW,714,Civil Procedure I,Federal Rules of Civil Procedure 2020 edition,'9781640020726'
LAW,725,Intro to Criminal Procedure,"Criminal Procedure: Cases and Materials, 2nd Edition",'9781640202047'
LAW,742,Taxation I,Fundamentals of Federal Income Taxation--Cases and Materials,'9781640208520'
LAW,820,Conflict of Laws,"Conflict of Laws: American, Comparative, International",'9781640209886'
LAW,850,Professnl Responsibilities,ABA Model Rules of Professional Conduct,'9781641056496'
LAW,744,Administrative Law,Federal Administrative Law,'9781642422580'
LAW,850,Professnl Responsibilities,Professional Responsibility A Contemporary Approach,'9781642422856'
LAW,746,Legislation,Statutory Interpretation (softcover reprint),'9781642426717'
LAW,714,Civil Procedure I,Pleading and Procedure,'9781642427622'
ACCT I S,722,Taxation of Pass-Thru Entities,The Logic of Subchapter K - 6th ed.,'9781642429794'
URB R PL,611,Urban Design: Theory/Practice,Soft City: Building Density for Everyday Life,'9781642830187'
B M I,451,Intro to SAS Prog for Pop Hlth,"The Little SAS Book: A Primer, Sixth Edition",'9781642952834'
ENGL,814,Topics in Contemporary Lit,Just Us,'9781644450215'
ENGL,457,Topic in American Lit,Inherited Disorders,'9781682450154'
ELPA,878,The American Community College,On My Own The Challenge and Promise of Building Equitable STEM Transfer Pathways,'9781682534892'
LAW,802,Civil Procedure II,2019-2020 CIVIL PROCEDURE SUPPLEMENT,'9781684671441'
LAW,817,Business Organizations I,Business Associations: 2020 Statutes and Rules,'9781684679720'
KINES,116,First Aid & Basic Life Support,Basic Life Support Participant's Manual,'9781732995710'
CURRIC,503,Literacy Across the Curriculum,"Inquiry Mindset: Nurturing the Dreams, Wonders, & Curiosities of Our Youngest Learners",'9781733646840'
MUSIC,466,Diction for Singers,"IPA Handbook for Singers, 2nd edition",'9781733863124'
ENGL,156,Literature and Medicine,The Hospital Suite,'9781770461642'
ATM OCN,100,Weather and Climate,Meteorology: An Interactive Understanding of the Atmosphere,'9781773302256'
ART,100,Introduction to Art,"The Short Story of Art: A Pocket Guide to Key Movements, Works, Themes, & Techniques",'9781780679686'
CNSR SCI,555,Cons Strategy & Evl,"Good Strategy, Bad Strategy: The Difference and Why It Matters",'9781781256176'
ENGL,822,Topics in Theory,24/7: Late Capitalism and the Ends of Sleep,'9781781683101'
GERMAN,236,Bascom Course,The Written World,'9781783783144'
ASTRON,170,The Dark Side of the Universe,Dark Matter & Dark Energy: The Hidden 95% of the Universe,'9781785785504'
ART HIST,500,Prosem:Spec Topics-Art Hist,Entanglement: The Secret Lives of Hair,'9781786071613'
F&W ECOL,248,"Envir, Nat Resources & Society",A Planet to Win: Why We Need a Green New Deal Now,'9781788738316'
GEN&WS,720,Spec Topics-Gender&Wmn Studies,Mutual Aid: Building Solidarity During this Crisis (and the Next),'9781839762123'
ENGL,155,Myth and Literature,The Penelopiad,'9781841957982'
ASIAN,300,Topics in Asian Studies,"A Student's Guide to the History and Philosophy of Yoga, revised edition",'9781845532369'
AFRICAN,204,Intro Topics African Languages,English as a Local Language,'9781847691804'
